NO_OF_PEDESTRIANS,TIME (hh),DAY,RED_LIGHT_CAMERA,COLLISION_ID,LOCATION,LONGITUDE,LATITUDE,Year,MONTH,Date,ENVIRONMENT,LIGHT,SURFACE_CONDITION,TRAFFIC_CONTROL,COLLISION_CLASSIFICATION,IMPACT_TYPE
0,Afternoon,0,0,14-11405,HUNT CLUB RD @ RIVERSIDE DR,-75.69320834,45.33460801,2014,Nov,17,03 - Snow,05 - Dusk,03 - Loose snow,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Evening,0,0,14-11516,HUNT CLUB RD @ RIVERSIDE DR,-75.69319014,45.33461216,2014,Nov,19,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Morning,0,0,14-11814,HUNT CLUB RD @ RIVERSIDE DR,-75.69318715,45.33460893,2014,Nov,27,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,04 - Sideswipe
0,Morning,1,0,14-12517,HUNT CLUB RD @ RIVERSIDE DR,-75.69320226,45.33461224,2014,Dec,13,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Evening,1,0,14-12539,HUNT CLUB RD @ RIVERSIDE DR,-75.69320226,45.33461224,2014,Dec,13,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,03 - P.D. only,04 - Sideswipe
0,Evening,0,0,14-12610,HUNT CLUB RD @ RIVERSIDE DR,-75.69323512,45.33460007,2014,Dec,15,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Evening,0,0,14-12712,HUNT CLUB RD @ RIVERSIDE DR,-75.69319026,45.33460361,2014,Dec,17,02 - Rain,07 - Dark,02 - Wet,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Afternoon,0,0,14-13049,HUNT CLUB RD @ RIVERSIDE DR,-75.6931779,45.33462062,2014,Dec,26,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,04 - Sideswipe
0,Evening,0,0,15-460,HUNT CLUB RD @ RIVERSIDE DR,-75.69319051,45.3345862,2015,Jan,9,01 - Clear,07 - Dark,05 - Packed snow,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Afternoon,0,0,15-781,HUNT CLUB RD @ RIVERSIDE DR,-75.69317809,45.33459478,2015,Jan,15,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Morning,0,0,15-1019,HUNT CLUB RD @ RIVERSIDE DR,-75.69319026,45.33460354,2015,Jan,19,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Morning,0,0,15-1944,HUNT CLUB RD @ RIVERSIDE DR,-75.69317796,45.33460346,2015,Feb,4,01 - Clear,03 - Dawn,04 - Slush,01 - Traffic signal,02 - Non-fatal injury,03 - Rear end
0,Morning,0,0,15-2045,HUNT CLUB RD @ RIVERSIDE DR,-75.69320256,45.33460363,2015,Feb,5,03 - Snow,01 - Daylight,06 - Ice,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Night,0,0,15-2402,HUNT CLUB RD @ RIVERSIDE DR,-75.69317809,45.33459478,2015,Feb,12,03 - Snow,07 - Dark,03 - Loose snow,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Morning,0,0,15-2483,HUNT CLUB RD @ RIVERSIDE DR,-75.69320243,45.3346123,2015,Feb,13,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Afternoon,1,0,15-2984,HUNT CLUB RD @ RIVERSIDE DR,-75.69319026,45.33460354,2015,Feb,21,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,02 - Non-fatal injury,03 - Rear end
0,Afternoon,0,0,15-3083,HUNT CLUB RD @ RIVERSIDE DR,-75.69320231,45.33462098,2015,Feb,23,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,02 - Non-fatal injury,04 - Sideswipe
0,Morning,0,0,15-3208,HUNT CLUB RD @ RIVERSIDE DR,-75.69317784,45.33461213,2015,Feb,26,01 - Clear,03 - Dawn,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Afternoon,0,0,15-3469,HUNT CLUB RD @ RIVERSIDE DR,-75.69320243,45.3346123,2015,Mar,2,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Evening,0,0,15-3577,HUNT CLUB RD @ RIVERSIDE DR,-75.69317796,45.33460346,2015,Mar,6,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,02 - Non-fatal injury,03 - Rear end
0,Morning,0,0,15-3697,HUNT CLUB RD @ RIVERSIDE DR,-75.69319038,45.33459487,2015,Mar,11,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Morning,0,0,15-3872,HUNT CLUB RD @ RIVERSIDE DR,-75.69319038,45.33459487,2015,Mar,17,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Afternoon,1,0,15-4023,HUNT CLUB RD @ RIVERSIDE DR,-75.69319026,45.33460354,2015,Mar,22,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Morning,0,0,15-4070,HUNT CLUB RD @ RIVERSIDE DR,-75.69316567,45.33460337,2015,Mar,24,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,05 - Turning movement
0,Afternoon,0,0,15-4091,HUNT CLUB RD @ RIVERSIDE DR,-75.69319001,45.33462089,2015,Mar,24,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,02 - Non-fatal injury,03 - Rear end
0,Evening,0,0,15-4136,HUNT CLUB RD @ RIVERSIDE DR,-75.69319026,45.33460354,2015,Mar,25,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Morning,0,0,15-4296,HUNT CLUB RD @ RIVERSIDE DR,-75.69320231,45.33462098,2015,Mar,31,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Evening,0,0,15-4359,HUNT CLUB RD @ RIVERSIDE DR,-75.69317772,45.3346208,2015,Apr,1,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Morning,0,0,15-4553,HUNT CLUB RD @ RIVERSIDE DR,-75.69317796,45.33460346,2015,Apr,9,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Morning,1,0,15-4840,HUNT CLUB RD @ RIVERSIDE DR,-75.69319241,45.33461439,2015,Apr,19,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Evening,0,0,15-5097,HUNT CLUB RD @ RIVERSIDE DR,-75.69319014,45.33461222,2015,Apr,28,01 - Clear,05 - Dusk,01 - Dry,01 - Traffic signal,02 - Non-fatal injury,03 - Rear end
0,Afternoon,0,0,15-5543,HUNT CLUB RD @ RIVERSIDE DR,-75.69319935,45.33461119,2015,May,12,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Morning,0,0,15-5992,HUNT CLUB RD @ RIVERSIDE DR,-75.69318105,45.33460457,2015,May,26,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Night,0,0,15-6404,HUNT CLUB RD @ RIVERSIDE DR,-75.69319025,45.33460464,2015,Jun,8,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,02 - Non-fatal injury,05 - Turning movement
0,Night,0,0,15-6433,HUNT CLUB RD @ RIVERSIDE DR,-75.6931967,45.33460565,2015,Jun,8,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Morning,0,0,15-6717,HUNT CLUB RD @ RIVERSIDE DR,-75.69320845,45.33461774,2015,Jun,16,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Evening,0,0,15-7041,HUNT CLUB RD @ RIVERSIDE DR,-75.69319034,45.33459815,2015,Jun,24,01 - Clear,05 - Dusk,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Afternoon,0,0,15-7106,HUNT CLUB RD @ RIVERSIDE DR,-75.69319944,45.3346047,2015,Jun,26,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Afternoon,0,0,15-7249,HUNT CLUB RD @ RIVERSIDE DR,-75.69319043,45.33459167,2015,Jun,30,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,04 - Sideswipe
0,Morning,0,0,15-7572,HUNT CLUB RD @ RIVERSIDE DR,-75.69319935,45.33461119,2015,Jul,9,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,02 - Non-fatal injury,03 - Rear end
0,Afternoon,0,0,15-7583,HUNT CLUB RD @ RIVERSIDE DR,-75.69318114,45.33459809,2015,Jul,10,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Afternoon,0,0,15-7773,HUNT CLUB RD @ RIVERSIDE DR,-75.69319935,45.33461119,2015,Jul,16,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,04 - Sideswipe
0,Morning,0,0,15-7791,HUNT CLUB RD @ RIVERSIDE DR,-75.69319015,45.33461112,2015,Jul,17,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Morning,0,0,15-8240,HUNT CLUB RD @ RIVERSIDE DR,-75.69319944,45.3346047,2015,Jul,31,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Morning,0,0,15-8345,HUNT CLUB RD @ RIVERSIDE DR,-75.69318789,45.33460867,2015,Aug,4,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Night,1,0,15-8718,HUNT CLUB RD @ RIVERSIDE DR,-75.69318092,45.33461349,2015,Aug,16,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,03 - P.D. only,04 - Sideswipe
0,Night,1,0,15-8719,HUNT CLUB RD @ RIVERSIDE DR,-75.69319034,45.33459815,2015,Aug,16,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,03 - P.D. only,05 - Turning movement
0,Night,0,0,15-8848,HUNT CLUB RD @ RIVERSIDE DR,-75.69320854,45.33461125,2015,Aug,19,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Afternoon,0,0,15-9122,HUNT CLUB RD @ RIVERSIDE DR,-75.69318096,45.33461106,2015,Aug,27,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Evening,1,0,15-9171,HUNT CLUB RD @ RIVERSIDE DR,-75.69319034,45.33459815,2015,Aug,29,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,04 - Sideswipe
0,Afternoon,0,0,15-9213,HUNT CLUB RD @ RIVERSIDE DR,-75.69320854,45.33461125,2015,Aug,31,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Morning,1,0,15-9391,HUNT CLUB RD @ RIVERSIDE DR,-75.69318105,45.33460457,2015,Sep,5,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Morning,1,0,15-9582,HUNT CLUB RD @ RIVERSIDE DR,-75.69319953,45.33459822,2015,Sep,12,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Afternoon,1,0,15-9636,HUNT CLUB RD @ RIVERSIDE DR,-75.69319025,45.33460464,2015,Sep,13,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Afternoon,0,0,15-9810,HUNT CLUB RD @ RIVERSIDE DR,-75.69320873,45.33459828,2015,Sep,18,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Evening,0,0,15-9938,HUNT CLUB RD @ RIVERSIDE DR,-75.69319006,45.33461761,2015,Sep,22,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,02 - Non-fatal injury,03 - Rear end
0,Evening,0,0,15-10176,HUNT CLUB RD @ RIVERSIDE DR,-75.69319953,45.33459822,2015,Sep,29,02 - Rain,07 - Dark,02 - Wet,01 - Traffic signal,03 - P.D. only,02 - Angle
0,Morning,1,0,15-10327,HUNT CLUB RD @ RIVERSIDE DR,-75.69319015,45.33461112,2015,Oct,3,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,02 - Non-fatal injury,03 - Rear end
0,Morning,0,0,15-10394,HUNT CLUB RD @ RIVERSIDE DR,-75.69319034,45.33459815,2015,Oct,6,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Evening,0,0,15-10410,HUNT CLUB RD @ RIVERSIDE DR,-75.69319043,45.33459167,2015,Oct,6,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Evening,0,0,15-10529,HUNT CLUB RD @ RIVERSIDE DR,-75.69318105,45.33460457,2015,Oct,9,01 - Clear,05 - Dusk,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Morning,1,0,15-10781,HUNT CLUB RD @ RIVERSIDE DR,-75.69319944,45.3346047,2015,Oct,17,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,02 - Non-fatal injury,03 - Rear end
0,Afternoon,0,0,15-11146,HUNT CLUB RD @ RIVERSIDE DR,-75.69319025,45.33460464,2015,Oct,27,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Evening,0,0,15-11371,HUNT CLUB RD @ RIVERSIDE DR,-75.69318114,45.33459809,2015,Nov,2,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Afternoon,1,0,15-11823,HUNT CLUB RD @ RIVERSIDE DR,-75.69318105,45.33460457,2015,Nov,15,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,02 - Non-fatal injury,03 - Rear end
0,Evening,0,0,15-12006,HUNT CLUB RD @ RIVERSIDE DR,-75.69319015,45.33461112,2015,Nov,19,02 - Rain,07 - Dark,02 - Wet,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Morning,0,0,15-12184,HUNT CLUB RD @ RIVERSIDE DR,-75.69319025,45.33460464,2015,Nov,24,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Evening,0,0,15-12243,HUNT CLUB RD @ RIVERSIDE DR,-75.69318108,45.33460132,2015,Nov,25,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Afternoon,0,0,16-373,HUNT CLUB RD @ RIVERSIDE DR,-75.69320417,45.33460995,2016,Jan,11,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Evening,0,0,16-1102,HUNT CLUB RD @ RIVERSIDE DR,-75.69318532,45.33460082,2016,Jan,27,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Morning,0,0,16-1544,HUNT CLUB RD @ RIVERSIDE DR,-75.69319874,45.33459806,2016,Feb,11,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Afternoon,1,0,16-1675,HUNT CLUB RD @ RIVERSIDE DR,-75.69319857,45.33460991,2016,Feb,13,01 - Clear,05 - Dusk,01 - Dry,01 - Traffic signal,02 - Non-fatal injury,03 - Rear end
0,Evening,1,0,16-1685,HUNT CLUB RD @ RIVERSIDE DR,-75.69319297,45.33460988,2016,Feb,13,03 - Snow,07 - Dark,06 - Ice,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Evening,0,0,16-2358,HUNT CLUB RD @ RIVERSIDE DR,-75.69319306,45.3346059,2016,Feb,25,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Morning,1,0,16-2927,HUNT CLUB RD @ RIVERSIDE DR,-75.69318217,45.33461688,2016,Mar,12,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Morning,0,0,16-3068,HUNT CLUB RD @ RIVERSIDE DR,-75.69318684,45.33460546,2016,Mar,18,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Evening,0,0,16-3212,HUNT CLUB RD @ RIVERSIDE DR,-75.69320406,45.33461786,2016,Mar,23,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Afternoon,0,0,16-3343,HUNT CLUB RD @ RIVERSIDE DR,-75.69319303,45.33460992,2016,Mar,28,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,02 - Non-fatal injury,03 - Rear end
0,Morning,0,0,16-3361,HUNT CLUB RD @ RIVERSIDE DR,-75.69319315,45.33460184,2016,Mar,29,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Morning,0,0,16-3367,HUNT CLUB RD @ RIVERSIDE DR,-75.69318169,45.33460176,2016,Mar,29,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Morning,1,0,16-3492,HUNT CLUB RD @ RIVERSIDE DR,-75.69319309,45.33460588,2016,Apr,3,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Afternoon,0,0,16-3709,HUNT CLUB RD @ RIVERSIDE DR,-75.69320451,45.33460597,2016,Apr,8,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Morning,0,0,16-3860,HUNT CLUB RD @ RIVERSIDE DR,-75.69319882,45.33460592,2016,Apr,14,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,04 - Sideswipe
0,Evening,0,0,16-3988,HUNT CLUB RD @ RIVERSIDE DR,-75.6931902,45.33460788,2016,Apr,19,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,05 - Turning movement
0,Morning,0,0,16-4356,HUNT CLUB RD @ RIVERSIDE DR,-75.69318731,45.33460988,2016,May,3,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Morning,0,0,16-4461,HUNT CLUB RD @ RIVERSIDE DR,-75.69319321,45.3345978,2016,May,6,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Morning,0,0,16-4639,HUNT CLUB RD @ RIVERSIDE DR,-75.69319295,45.33461599,2016,May,12,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Afternoon,0,0,16-5236,HUNT CLUB RD @ RIVERSIDE DR,-75.69319863,45.33460596,2016,May,30,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Morning,0,0,16-5496,HUNT CLUB RD @ RIVERSIDE DR,-75.69320515,45.33460799,2016,Jun,7,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,02 - Non-fatal injury,03 - Rear end
0,Afternoon,0,0,16-5566,HUNT CLUB RD @ RIVERSIDE DR,-75.69318808,45.33461696,2016,Jun,9,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,02 - Non-fatal injury,03 - Rear end
0,Morning,0,0,16-6056,HUNT CLUB RD @ RIVERSIDE DR,-75.69319668,45.3346153,2016,Jun,24,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,04 - Sideswipe
0,Afternoon,0,0,16-6189,HUNT CLUB RD @ RIVERSIDE DR,-75.69319314,45.33459802,2016,Jun,28,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Afternoon,1,0,16-6529,HUNT CLUB RD @ RIVERSIDE DR,-75.69317582,45.3345996,2016,Jul,9,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Morning,0,0,16-6691,HUNT CLUB RD @ RIVERSIDE DR,-75.69322174,45.33461928,2016,Jul,15,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,02 - Non-fatal injury,03 - Rear end
0,Morning,0,0,16-6697,HUNT CLUB RD @ RIVERSIDE DR,-75.69318733,45.3346016,2016,Jul,15,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Evening,0,0,16-7076,HUNT CLUB RD @ RIVERSIDE DR,-75.69320082,45.33460423,2016,Jul,27,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,05 - Turning movement
0,Afternoon,0,0,16-7324,HUNT CLUB RD @ RIVERSIDE DR,-75.69318156,45.33460373,2016,Aug,5,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Morning,0,0,16-7716,HUNT CLUB RD @ RIVERSIDE DR,-75.69320434,45.3345981,2016,Aug,19,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,04 - Sideswipe
0,Morning,0,0,16-8035,HUNT CLUB RD @ RIVERSIDE DR,-75.69319303,45.33460593,2016,Aug,31,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,04 - Sideswipe
0,Evening,0,0,16-8501,HUNT CLUB RD @ RIVERSIDE DR,-75.69321328,45.33461894,2016,Sep,15,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Evening,1,0,16-9007,HUNT CLUB RD @ RIVERSIDE DR,-75.69321073,45.33460562,2016,Oct,1,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Morning,0,0,16-9837,HUNT CLUB RD @ RIVERSIDE DR,-75.69316891,45.33461891,2016,Oct,26,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Afternoon,0,0,16-9940,HUNT CLUB RD @ RIVERSIDE DR,-75.69321128,45.33461176,2016,Oct,28,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,02 - Non-fatal injury,03 - Rear end
0,Afternoon,1,0,16-9971,HUNT CLUB RD @ RIVERSIDE DR,-75.69319004,45.33461906,2016,Oct,29,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Evening,0,0,16-10275,HUNT CLUB RD @ RIVERSIDE DR,-75.69319036,45.3345967,2016,Nov,7,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Morning,0,0,16-10746,HUNT CLUB RD @ RIVERSIDE DR,-75.69321159,45.3345894,2016,Nov,21,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Evening,0,0,16-11069,HUNT CLUB RD @ RIVERSIDE DR,-75.69319015,45.33461161,2016,Nov,28,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Evening,0,0,16-11143,HUNT CLUB RD @ RIVERSIDE DR,-75.69321138,45.3346043,2016,Nov,30,02 - Rain,07 - Dark,02 - Wet,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Morning,0,0,16-11529,HUNT CLUB RD @ RIVERSIDE DR,-75.69320092,45.33459678,2016,Dec,9,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Afternoon,1,0,16-12017,HUNT CLUB RD @ RIVERSIDE DR,-75.69319281,45.33462201,2016,Dec,18,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,03 - P.D. only,05 - Turning movement
0,Afternoon,0,0,16-12395,HUNT CLUB RD @ RIVERSIDE DR,-75.69319015,45.33461161,2016,Dec,29,03 - Snow,01 - Daylight,05 - Packed snow,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Evening,0,0,17-59,HUNT CLUB RD @ RIVERSIDE DR,-75.69320082,45.33463113,2017,Jan,3,02 - Rain,07 - Dark,02 - Wet,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Morning,0,0,17-204,HUNT CLUB RD @ RIVERSIDE DR,-75.69319042,45.33459243,2017,Jan,6,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Night,0,0,17-864,HUNT CLUB RD @ RIVERSIDE DR,-75.6931971,45.33461285,2017,Jan,26,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,02 - Non-fatal injury,04 - Sideswipe
0,Morning,0,0,17-1131,HUNT CLUB RD @ RIVERSIDE DR,-75.69319013,45.3346128,2017,Feb,2,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Evening,0,0,17-1787,HUNT CLUB RD @ RIVERSIDE DR,-75.69318067,45.33460444,2017,Feb,15,03 - Snow,07 - Dark,06 - Ice,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Evening,0,0,17-2061,HUNT CLUB RD @ RIVERSIDE DR,-75.69319786,45.33462597,2017,Feb,22,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Morning,0,0,17-2095,HUNT CLUB RD @ RIVERSIDE DR,-75.69318593,45.33460785,2017,Feb,24,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,04 - Sideswipe
0,Morning,0,0,17-2195,HUNT CLUB RD @ RIVERSIDE DR,-75.69319973,45.33461132,2017,Feb,28,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Evening,0,0,17-2317,HUNT CLUB RD @ RIVERSIDE DR,-75.6931774,45.33460779,2017,Mar,3,01 - Clear,05 - Dusk,02 - Wet,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Afternoon,0,0,17-2576,HUNT CLUB RD @ RIVERSIDE DR,-75.69318585,45.33461387,2017,Mar,10,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Afternoon,0,0,17-3165,HUNT CLUB RD @ RIVERSIDE DR,-75.69319023,45.3346079,2017,Mar,27,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Evening,0,0,17-3225,HUNT CLUB RD @ RIVERSIDE DR,-75.69318568,45.33462591,2017,Mar,29,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,04 - Sideswipe
0,Afternoon,0,0,17-3454,HUNT CLUB RD @ RIVERSIDE DR,-75.69319438,45.33461393,2017,Apr,6,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
0,Afternoon,0,0,17-4021,HUNT CLUB RD @ RIVERSIDE DR,-75.69319429,45.33461995,2017,Apr,28,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,03 - P.D. only,03 - Rear end
